,0
66,"Jsem žena, je mi 20 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Pardubickém kraji, v okresu Pardubice a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
67,"Jsem muž, je mi 49 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Plzeňském kraji, v okresu Plzeň-jih a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
68,"Jsem muž, je mi 20 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Moravskoslezském kraji, v okresu Karviná a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem student a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
69,"Jsem muž, je mi 55 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
70,"Jsem žena, je mi 21 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem student a příjem naší domácnosti je Do 15.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
71,"Jsem muž, je mi 56 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Ústeckém kraji, v okresu Teplice a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
72,"Jsem muž, je mi 48 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Mám spíše špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
73,"Jsem muž, je mi 33 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 25.001 - 30.000 Kč. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
74,"Jsem muž, je mi 56 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Olomouckém kraji, v okresu Prostějov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
75,"Jsem žena, je mi 41 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Kraji Vysočina, v okresu Třebíč a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
76,"Jsem muž, je mi 58 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Vyškov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
77,"Jsem muž, je mi 47 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
78,"Jsem žena, je mi 38 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Zlínském kraji, v okresu Vsetín a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
79,"Jsem muž, je mi 59 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Olomouckém kraji, v okresu Olomouc a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
80,"Jsem muž, je mi 58 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Ústeckém kraji, v okresu Teplice a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
81,"Jsem muž, je mi 48 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-venkov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
82,"Jsem muž, je mi 62 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Ústeckém kraji, v okresu Teplice a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
83,"Jsem žena, je mi 47 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Olomouckém kraji, v okresu Přerov a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek, invalidní důchodce a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
84,"Jsem muž, je mi 31 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Jihomoravském kraji, v okresu Brno-venkov a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
85,"Jsem muž, je mi 24 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je Do 15.000 Kč. Mám velmi dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
86,"Jsem muž, je mi 54 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Břeclav a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Mám spíše špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
87,"Jsem žena, je mi 38 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Karviná a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
88,"Jsem žena, je mi 51 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Středočeském kraji, v okresu Praha-východ a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
89,"Jsem žena, je mi 39 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Libereckém kraji, v okresu Semily a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
90,"Jsem muž, je mi 24 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Středočeském kraji, v okresu Beroun a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
91,"Jsem muž, je mi 26 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Blansko a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem invalidní důchodce a příjem naší domácnosti je Do 15.000 Kč. Mám velmi špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
92,"Jsem muž, je mi 60 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Ústeckém kraji, v okresu Louny a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
93,"Jsem muž, je mi 30 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Středočeském kraji, v okresu Kladno a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
94,"Jsem žena, je mi 61 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Pardubickém kraji, v okresu Ústí nad Orlicí a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
95,"Jsem muž, je mi 26 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Ústeckém kraji, v okresu Most a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše dobrou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
96,"Jsem žena, je mi 43 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
97,"Jsem žena, je mi 43 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Břeclav a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám velmi špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
98,"Jsem žena, je mi 48 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Ústeckém kraji, v okresu Most a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
99,"Jsem žena, je mi 36 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Kraji Vysočina, v okresu Žďár nad Sázavou a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
100,"Jsem muž, je mi 48 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
101,"Jsem žena, je mi 41 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Královéhradeckém kraji, v okresu Hradec Králové a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
102,"Jsem žena, je mi 36 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Královéhradeckém kraji, v okresu Hradec Králové a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
103,"Jsem žena, je mi 38 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je Do 15.000 Kč. Mám velmi dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
